,text
10634,미션임파스블과 이걸 같은 가격에 보고나니 톰 아저씨에게 너무 미안해진다. 난 1편도 그저그래서 더못한 속편이 최악이었지만 1편을 인생영화로 보신분들은 큰 기대없이 봐두 될듯...
10635,몇번이나 나가고 싶었댜 노잼
10636,하루종일 이야기만 늘어놓는 영화 해설이 절반이다 별 반개도 아까움 내용 억지로 연결할려고 애쓰고 김동욱 너무 촐랑거려서 집중이 안됨 ㅇㅇ
10637,1점주는 애들이 알바다. 확실하다 영화 진짜 잘 뽑혔다
10638,요즘 알바천국에 평점알바도 있나?
10639,재밌게 봤어요. 1편보고 2편도보길잘함
10640,오오 3부 기다립니다!! 관심사병 이야기도 듣고싶네요.
10641,기대 전혀 안 하고 봤는데 너무 꿀잼이었다. 개인적으로 신파였던 1편보다 2편이 더 좋았음!
10642,마지막 억지다 억지여 ~그걸 반전이라구
10643,1편보다는 조금 지루한 부분도 있었지만 그래도 여전히 좋은 영화다. 3.4편도 go!!!
10644,ㅎ드스스스느든ㄱㅇ스
10645,2편 솔직히 기대안했는데 내용이 탄탄해서 개놀람 진짜 완전 재밌음!!
10646,도경수 최고 연기력 대박이다 진짜
10647,완전 재미있게  봤습니다 신과 함깨 3편도 나오길 바랍니다
10648,저는 재밌게보고왔어요ㅎ
10649,재미있고 반전이 인상깊은 영화였습니다
10650,1편을 안봐서 잘 모르겠지만 흥행할 영화라는 건 맞는 말 같습니다 더 대박나길 !
10651,"평점 보고 재미없나 했는데 직접 보러가세요,, 최고에요 !"
10652,신과함께 1편보다 더 재밌고 막판 반전 ㄹㅇ ㅎㄷㄷ
10653,알바님들 그만 조작하세요.재미도 없고 감동도없고진심 넷이서 보러갔다가 다실망하고 나왔습니다.돈아깝다 진짜
10654,마지막에 소름 돋아서 다 보고 나오면서도 계속 친구랑 어떻게 저러냐고 얘기하면서 나왔어요ㅠㅠㅠ완전 재밌었어요ㅠㅠ
10655,와 진짜 너무 재미있었어요. 1편이 감동이라면 이번 2편은 소름이랄까? 정말 제 인생영화입니다ㅠㅠ
10656,레.전.드.갑.오.브.갑
10657,개인의 차이겠지만 나는 1편보다 좋았고 더 풍부한 내용이 많았다고 생각
10658,생각지 못한 반전에 놀랐다..
10659,내가 봤을때 10점주는애들은 알바같은데
10660,1편보다 확실히 낫다8점정도 되는것 같은데 1점 준사람들 때문에 10점줌
10661,세가지 스토리를 한번에 보여줄려면 그만큼 그 셋의 연결고리가 확실히 느껴져야하는데 그런 점을 거의 느낄수 없었습니다.차사들의 과거 이야기와 군인의 재판 부분은 '용서'로 두 이야기를 묶으려고 햇지만 ...
10662,아니 진짜 장담하는데 진짜 잼있어요! 강추
10663,재밌다 1편보다 훨 니은듯
10664,하정우가 지훈 향기한테 왜 미안해 하는지 1도 이해안감
10665,1편보다 재미없뜸용 ㅎ ㅎ ㅎ
10666,레알 집에가고싶었음..마동석이 비트코인할때 한번피식하고내용도없고 감동도 쥐어짜고~~~~차라리 뉴스나볼껄..내시간돌려조!!
10667,두시간반동안 과거회상 얘기듣고있자고 앉아있는데 엉덩이에 쥐날뻔했다.지루하기 짝이없어 1점도 못줄 영화.이걸 재밌게 본 사람들은 아직 수준이..관객들 수준을 뭘로보고 아직도 신파극을 만드냐ㅡㅡ마요미개그도 한두번이지 지...
10668,1. 똑같은 과거이야기만 3시간2. 예상된 반전3. 무의미한 대사가 너무 길다4. 80년도 홍콩영화보는 듯한 촌스러운 감성5. 개연성보다는 감정에만 치중한 구성6. 오달수씨 대타분 과장된 연기 흐름을 깸1편이 천만영...
10669,하....노답이네요
10670,유치하고 억지로 짜집기한듯한 스토리..
10671,1점테러단은뭐지 난재밌게 봤음
10672,재미있어요 꼭 보세요~~ 연출 짱
10673,잼있던데.. 웹툰이 더잼있지만 영화도 좋았음
10674,마동석과 주지훈이 해낸 작품 ㅋㅋ
10675,반전에 반전 그리고 반전! 난 재밌었다.
10676,1보다 재밌음 기대없이 보면 좋음
10677,저는 일단 재밋게 봐습니다
10678,왔다갔다하는거빼고 다재밋엇어요!진짜 계속 반전의반전이 있는ㅎㅎㅎ마지막 진짜 아버지는 소름ㅋㅋ
10679,아니 1점 준 사람들 영화 제대로 안보신듯 진짜 세상에서 제일 재밌다.. 너무 재밌었다 핵잼이다 꿀잼이다 존잼이다
10680,진짜 영화관에서 ㅈㄴ웃었다ㅋㅋㅋ
10681,"1점주는 사람들이 알바에요.방금 보고왔는데 영화관 분위기 진짜 좋았음.이야기가 꽉짜여진 느낌이고, 근래에 봤던 영화중에서는 제일 좋았네요"
10682,진짜 주지훈 너무 대단하다
10683,주지훈ㅎㅎ삵~~~~ 진짜 평점 낮게 준 애들 알바다 스토리도 재밌고 많은것을 생각하게 했던 영화 10점도 부족하네요!!
10684,"금방 영화보고 처음 댓글답니다..넘 감동적이고 여운을 주는 영화..나쁜 인간은 없다.,나쁜 상황만 있을뿐..주지훈 다시 보게 됩니다...넘 멋쪄요^^3편기대 됩니다^^꼭  보세요!!!"
10685,공룡과 호랑이가 함께하는 신개념 판타지짬뽕액션!!아 사극도 추가염~~~
10686,시간가는줄 모르고 재밌게봤다~ 마지막 한방이 있는 영화주연들 연기도 너무 좋다!  하정우알라뵤 ㅎㅡㅎ
10687,너무 심하게 지루하고 유치하다
10688,왜 다들 댓글 알바라는 소리밖에 없는 건지 모르겠네요(?>?<?) 지금까지 영화 보면서 처음 평점 처음 남기는데 제가 본 영화 중 마지막이 제일 반전이였던 영화였고 주변에서 본 지인들도 친구들도 재밌다고 ...
10689,개인적으로 1편보다 더 재밌었어요! 깨알같은 유머도 있고 반전반전반전 ...  마지막때매 3편이 기대되는....
10690,반전의 반전을 보여주니 보는 내내 몰입감이 높았어요. 내용이 이렇게 전개 될 줄 몰랐는데 보면서 입틀막 하면서 보게 됐어요. 그리고 마지막 쿠키 영상에서  우리 경수 생각치도 못한 깜짝한 대사랑 또다른 쿠키 영상에서...
10691,"솔직히 어른들한테 지루할수는 있는데 저는 재밌었거든요,,, 공룡이 왜 나오냐 독점 꼴 보기싫다 비난 좀 그만하세요ㅎㅎ 평점 조작 같은 골빈소리 하지마시고요ㅎㅎ 나랑 내 친구들같은 사람들이 좋은평점 주는거니까"
10692,재밌어요 생각보다 훨씬
10693,셋이 얽힌 스토리가 너무 감동적이고 반전이기도해서 계속 몰입해서 봤는데 평점이 왜이래 ㅠㅠ
10694,재미없다 재밌없다 진짜루
10695,"애들이 재미없어해서 엄마들이 중간에 나감..초딩들도 공룡 나올 때 재미없어함,,, 진심 인랑인가 뭔가가 더 나을듯 올해 최악임 평점깎이라고 1점준다"
10696,평점때문에 기대안했는데 꽤 괜찮은디?ㅋㅋ
10697,후반에 감동 반전 오집니다...꼭 보러가세여 :)
10698,재밌드만ㅋㅋ평 왜 이라노ㅋㅋㅋ
10699,신파는 사라지고 깨알유머가 많아짐 ㅜㅜ 개봉일에 보길 잘햇다 !!
10700,진심 1편보다 더 재밌었어요ㅠㅠ 해원맥ㅠㅠㅠㅠ
10701,나 재밋었는뎅ㅋㅋㅋㅋ평점테러때문에 10점줌 ㅋㅋ
10702,우엑....ㅠㅠㅠㅠ
10703,이거 진짜 재밌는데 ㅠㅠㅠㅠ 다들 꼭 보세용!!
10704,다음편도 나올거같은 느낌적인 느낌
10705,미션을 봐라코리안 호갱들아
10706,초반에 지루했고 뒤로 갈수록 막 연관되고 반전도 있어서 재밌었음 주지훈 멋있었음 향기는 이뻤음 염라언니도 이뻤음
10707,재밋음!1편봤음.꼭봐야될2편주인공의.과거도 재밋음.얽히고얽힌....
10708,ㅋㅋㅋ 공룡은 왜 나오고 ㅈㄹ?? 쥬라기 공원 퀄리티랑 너무 비교된다
10709,드디어 실체가 드러나는구나 1편도 신파극만 빼면 개거품이었는데....안봐야지 ㅎㅎ
10710,노잼 억지감동스토리 짜낸 천만
10711,1보다 흐ㅕㄹ씬 재밌었음ㅎㅎ
10712,진짜재밌네요 ㅠㅠㅠㅠ 3가즈아
10713,아침에 조조로 보고왔는데 정말 재밌었어요! 방학이라 오랜만에 일찍 일어나서 잠이오는데도 불구하고 안 졸고 끝까지 다 봤어요! 같이 간 제친구는 영화보면서 이렇게 반전있는 영화는 처음 봤다며 인생영화라고까지 말했어요 ...
10714,재밌게 잘봤네요 끝에 끝난줄알고 사람들 다일어나는데 좀 더 하네요
10715,재미있게 봤어요 마지막에 쿠키영상이 두번이나있어서 결국에 나오다말고 서서 봤네요 그냥 끝까지 앉아있을껄
10716,"괜찮았습니다. 스토리도 역시 교훈적이고, 전개가 정신없고 중간에 조금 지루하긴 했지만 1편과는 차이가 있구요.  1점 줄정도는 아닌데 ㅠㅠ 낮은평점이 너무 많네여 웃긴부분도 꽤 있고 좋았습니다"
10717,신함1보다 약간 지루한면이 있는데 가면 갈수록 재밌고 전생부분알수 있어서 난 좋았음 ㅠㅠ 원일병이 귀인으로 들어왔는데 3도 기대됨 ㅠㅠ 근데 2는 케바케로 나뉠듯
10718,초반은 좀 지루했는데 뒤로 갈수록 차사이야기들 풀어내는거는 재밌었음 무엇보다 주지훈의 앞머리 내린모습은 굉장히 인상깊음...존잘..연기도 좋았음
10719,평론가들 평점 요즘왜저럼....쟤네들 무슨 유식해보이고싶어 글로 발광을하네
10720,원작은 2편이 진짜 재밌는데....
10721,1 재밌게 본 사람으로서... 이렇게 다른 영화가 나올 거라곤 ㅠㅠㅠ 캐릭터 개연성도 없고 스토리가 너무 루즈해요..이 아까운 배우들 어쩔꼬
10722,"1편도 재미 없었지만, 2편도 역시 재미가 없네"
10723,이야기가 잘 짜여있고 재밌더라구요. 전 1편보다 재밌었어요.
10724,알바들 더운데 고생하십니다! 힘내세요
10725,난 재밌었는뎅 과거 얘기 나올 때마다 슬펐음
10726,이틀전에 예매하고 드디어 봅니다
10727,진짜 좀 아닌듯..ㅋㅋ
10728,#NAME?
10729,한국 영화 발전을 위해 이 영화는 안보는걸로
10730,한국영화라고 띄어준다는 놈들아니들이 한국영화 뜨는게 아니꼬운거겠지꽈배기들아  다른나라도 어벤져스보다 자기나라께 1위인데 ㅋㅋㅋ
10731,아 또 눈버렸다....
10732,아....졸려 긴장감x 차라리 미션임파서블5번연속보겠다....
10733,배우 도경수 응원합니다 연기 너무 잘해요
10734,신과함께1 보다 훨씬 재미있었고 내용도 알찼다 보는내내 집중하여 감상할 수 있었다 인생영화다.
10735,이승과저승의 전개가 무슨 1분다위로 왔다갔다 ㅜㅜ 볼라하면 휙휙 넘어가서 몰입도 자꾸깨짐ㅜㅜ보면서 편집땜에 영화가아깝다고 생각했음 스토리가읽히고그런거야이해하는데 진짜 편집점 이해안됨
10736,인랑 광고주 보고 갑니다
10737,아침 조조로보고 오니까 하품하지.그리고 성인기준에는 뻔한 그토리 일지 모르겟지만 아이들 웃고 난리엿던데.아침일찍보고 졸리다는 평가하는분들은 모든 영화를 아침에 보는지 묻고싶다
10738,그래도 미션보다 낮다 ㅋㅋ
10739,형만한 아우없다라는 말이 이럴때 쓰이지
10740,사과와 용서는 빠르고 깔끔하고 진심으로....하라는건가요? 재밌었어요.
10741,1편은 감동위주라면 2편은 재미요소가 좀 더 추가 된듯~ 나름 잼있었네요~ 살짝 지루한감이 없지 않아 있기는 함 ㅋ
10742,내 생각보다는 별로 입니다
10743,1편보다는 잼나게 많이웃고 울었음
10744,아이들이랑 함께 보기에  좋은 영화같다 재미있게  잘 보고왔습니다
10745,1봤다면 꼭 봐야할 영화
10746,"돈을 잃어버렸습니다 아니, 강탈당한 걸지도"
10747,ㄴ나름재밋엇어요 ㅎㅎㅎㅎ또보고싶어요
10748,대놓고 억지로 관객수 뽑을려고  미션 상영관  줄이는거봐라...  저런 짓거리 하는거  뿌리뽑아라
10749,스토리가 더욱 논리적이긴 했는데 천만 흥행이 걱정이 되긴 하네요...
10750,"노잼, 핵노잼. 새롭고 도전적인 시도에 2점 더.."
10751,신과함께 1 보다 재미없고 다소 지루하다고 보시면 될듯 신과함께 1 재미없게 보셨다면 2에 대한 기대는 하지말라고 말씀드리고 싶네요 1에서 기대감이 2에서 결실을 맺기 힘든듯 나중에 3도 나올것 같은데
10752,안본사람승리자...
10753,1편보다 그나마 나은 점 하나 차태현의 부재
10754,"중간에 살짝 지루하긴 했는데, 감동적인 부분들도 있었고 주지훈이 이번에 빵빵 터트리네요"
10755,걍 미션두번봐라 갓크루즈
10756,판결을 내리겠다. 죄인은 그 많은 시간과 돈을 허비하여 졸작을 만들었으므로 평점지옥 1점 행을 선고한다.
10757,감동보단 무언의 메세지가 담겨있는 내용 이였어요   잘 봤어요
10758,"시사회로 보고 왔습니다. 액션과 cg는 그런대로 볼만한데, 스토리는 좀 억지와 유치함이 있어요. 하나같이 인물들 행동이 좀 답답하게 느껴지는 부분도 있고. 신파극 심각합니다. 무엇보다도 2시간 30분의 러닝타임은 너..."
10759,어차피 흑우들 덕에 또 천만 찍겠지? ㅋ
10760,예측할수있는스토리. 잘보고왔습니다
10761,"1편보다 제작비 투입을 덜 하신느낌..스토리,CG,별로인데 배우들은 다 좋았어여! 특히 주지훈님"
10762,관객들이 많이보는데는 다 이유가 있다 수작이다
10763,그 쓰레기 영화 미스터고 조차 알바로 7점대까지 끌었는데 이 똥영화도 8점 못넘기시겠냐? 봐봐라 안좋다싶은 평점 생기면 어느시간이고 10점으로 덮는다 알바아니고선 제정신으로 10점 못줌 상영관 독과점/평점 조작으로 ...
10764,"평점이 왜 높은지 모르겠다,OOO 최고의 망작"
10765,이걸 재밌다고 하는 사람은 진짜.... 인생 편하게 살겠네...부럽다야 ㅋㅋ
10766,"도대체 뭘 전하고 싶은건데, cg를 전하고 싶은건가"
10767,마동석빼고 볼게 하나도 없는 영화. 개연성 설정 다 엉망이고 반전도 너무 뻔함. 이런 영화는 그만 만들자
10768,역대끕으로 재밌습니다. 꼬옥 보시길!
10769,10점이 알바인듯..리얼 팩트입니다.1편 재밌게 봐서 2편도 기대하고 봤는데 너무 지루하고  영화보는 내내 끝나기를 기다린 적은 처음이에요...조조로 봤지만 조조로 본 돈도 아까워요 .
