영화코드,영화명,개봉일,대표국적,장르,관람객평점,평론가평점,네티즌평점,남자평점,여자평점,관객수
149248,메이즈 러너: 데스 큐어,180117,미국,액션,0.827,0.5,0.823,0.684,0.892,2299732
164115,맘마미아!2,180808,미국,드라마,0.921,0.62,0.94,0.842,0.93,2293884
136898,레디 플레이어 원,180328,미국,액션,0.884,0.836,0.895,0.841,0.872,2254430
162981,명당,180919,한국,드라마,0.786,0.58,0.74,0.595,0.777,2087474
164106,협상,180919,한국,액션,0.828,0.543,0.77,0.643,0.813,1967721
157297,마약왕,181219,한국,액션,0.728,0.514,0.663,0.571,0.702,1813594
152656,쥬만지: 새로운 세계,180103,미국,액션,0.856,0.533,0.829,0.713,0.839,1708672
160487,창궐,181025,한국,액션,0.655,0.52,0.53,0.426,0.592,1599290
174835,성난황소,181122,한국,액션,0.877,0.467,0.786,0.652,0.83,1593386
171755,도어락,181205,한국,공포,0.781,0.611,0.624,0.474,0.694,1559616
154449,리틀 포레스트,180228,한국,드라마,0.914,0.636,0.92,0.827,0.924,1506269
158112,골든슬럼버,180214,한국,액션,0.636,0.5,0.544,0.426,0.616,1387508
162249,램페이지,180412,미국,액션,0.895,0.48,0.87,0.756,0.904,1385511
141206,궁합,180228,한국,드라마,0.76,0.4,0.675,0.524,0.701,1340117
153675,오션스8,180613,미국,액션,0.85,0.58,0.801,0.475,0.882,1335829
165026,사라진 밤,180307,한국,공포,0.805,0.467,0.733,0.635,0.72,1315726
164101,스윙키즈,181219,한국,드라마,0.906,0.638,0.877,0.616,0.925,1258811
142739,바람 바람 바람,180405,한국,드라마,0.674,0.46,0.645,0.601,0.593,1194229
166092,PMC: 더 벙커,181226,한국,액션,0.662,0.69,0.546,0.453,0.61,1179031
164139,범블비,181225,미국,액션,0.887,0.678,0.847,0.733,0.893,1167150
169347,챔피언,180501,한국,드라마,0.757,0.543,0.659,0.568,0.711,1128774
125494,퍼시픽 림: 업라이징,180321,미국,액션,0.807,0.56,0.701,0.598,0.796,1077235
169643,몬스터 호텔 3,180808,미국,모험,0.881,0.5,0.901,0.752,0.822,1072220
168049,더 넌,180919,미국,공포,0.747,0.45,0.7,0.611,0.697,1011580
160375,스카이스크래퍼,180711,미국,액션,0.878,0.425,0.8,0.675,0.855,1002858
153651,염력,180131,한국,드라마,0.63,0.6,0.523,0.459,0.56,990104
118955,월요일이 사라졌다,180222,영국,액션,0.862,0.525,0.873,0.798,0.892,903175
109906,인랑,180725,한국,액션,0.533,0.573,0.404,0.328,0.46,898945
175727,극장판 헬로카봇 : 백악기 시대,180801,한국,모험,0.944,0.6,0.969,0.812,0.949,879449
159877,레슬러,180509,한국,드라마,0.653,0.433,0.514,0.447,0.466,771141
172010,상류사회,180829,한국,드라마,0.575,0.44,0.445,0.405,0.35,768442
132996,물괴,180912,한국,액션,0.653,0.45,0.504,0.416,0.568,723622
155356,미쓰백,181011,한국,드라마,0.938,0.611,0.955,0.828,0.973,722182
174805,신비아파트: 금빛 도깨비와 비밀의 동굴,180725,한국,모험,0.894,0.6,0.915,0.713,0.911,678091
168058,퍼스트맨,181018,미국,액션,0.797,0.744,0.73,0.678,0.691,665364
171725,스파이더맨: 뉴 유니버스,181212,미국,모험,0.95,0.825,0.965,0.905,0.944,639934
106360,위대한 쇼맨,171220,미국,드라마,0.942,0.66,0.984,0.94,0.957,588434
158647,인시디어스4: 라스트 키,180131,미국,공포,0.742,0.533,0.716,0.659,0.699,554521
173653,"그날, 바다",180412,한국,드라마,0.996,0.64,0.94,0.818,0.986,540631
158601,툼레이더,180308,미국,액션,0.769,0.5,0.678,0.576,0.756,540410
160491,페르디난드,180103,미국,모험,0.91,0.633,0.932,0.794,0.93,533776
155263,버닝,180517,한국,공포,0.792,0.769,0.696,0.709,0.549,528435
85578,7년의 밤,180328,한국,공포,0.609,0.55,0.502,0.446,0.501,528007
152661,메가로돈,180815,미국,액션,0.764,0.44,0.614,0.538,0.61,527962
168011,콰이어트 플레이스,180412,미국,공포,0.841,0.7,0.812,0.731,0.835,526073
158622,호두까기 인형과 4개의 왕국,181206,미국,모험,0.83,0.5,0.748,0.73,0.691,513767
158626,셰이프 오브 워터: 사랑의 모양,180222,미국,드라마,0.88,0.818,0.876,0.784,0.876,507102
168023,곰돌이 푸 다시 만나 행복해,181003,미국,모험,0.907,0.633,0.939,0.886,0.923,492201
164151,변산,180704,한국,드라마,0.845,0.65,0.803,0.692,0.84,490519
150688,그린치,181219,미국,모험,0.862,0.5,0.874,0.662,0.784,485064
168050,스타 이즈 본,181009,미국,드라마,0.928,0.743,0.961,0.896,0.949,483852
166610,동네사람들,181107,한국,액션,0.722,0.4,0.554,0.461,0.574,461693
152156,원더풀 고스트,180926,한국,드라마,0.81,0.483,0.695,0.564,0.774,450374
155665,강철비,171214,한국,액션,0.885,0.718,0.875,0.783,0.886,438447
159805,흥부: 글로 세상을 바꾼 자,180214,한국,드라마,0.7,0.457,0.465,0.359,0.441,416303
173019,명탐정 코난 : 제로의 집행인,180808,일본,모험,0.938,0.6,0.951,0.792,0.949,396230
154226,피터 래빗,180516,미국,모험,0.931,0.55,0.923,0.689,0.895,388300
180379,점박이 한반도의 공룡2 : 새로운 낙원,181225,한국,모험,0.929,0.7,0.958,0.866,0.95,375312
146489,패딩턴 2,180208,프랑스,드라마,0.926,0.767,0.953,0.835,0.97,339014
167787,허스토리,180627,한국,드라마,0.968,0.667,0.974,0.836,0.983,336822
143416,미드나잇 선,180621,미국,멜로/로맨스,0.892,0.525,0.923,0.843,0.916,326086
154667,덕구,180405,한국,드라마,0.943,0.55,0.987,0.891,0.991,315663
176354,번 더 스테이지: 더 무비,181115,한국,드라마,0,0.6,0.977,0.658,0.987,315010
164183,트루스 오어 데어,180522,미국,공포,0.817,0.35,0.751,0.648,0.772,310956
152249,커뮤터,180124,영국,액션,0.89,0.557,0.85,0.769,0.905,286062
144266,후드,181128,미국,모험,0.819,0.475,0.688,0.558,0.731,284601
172975,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,181219,일본,모험,0.902,0.822,0,0.689,0.818,277206
30688,해리포터와 마법사의 돌,11213,미국,모험,0,0.923,0,0.872,0.979,267950
156496,모털 엔진,181205,미국,액션,0.73,0.55,0.643,0.58,0.7,267896
173692,바울,181031,미국,드라마,0.962,0.5,0.962,0.822,0.988,267785
167602,나를 차버린 스파이,180822,미국,액션,0.832,0.58,0.832,0.58,0.929,264766
66725,명탐정 코난:감벽의 관,180214,일본,모험,0.871,0.5,0.88,0.731,0.909,242603
168017,아이 필 프리티,180606,미국,드라마,0.916,0.4,0.902,0.709,0.903,240297
152680,시카리오: 데이 오브 솔다도,180627,미국,액션,0.9,0.643,0.884,0.84,0.883,229542
153620,치즈인더트랩,180314,한국,멜로/로맨스,0.765,0.4,0.535,0.413,0.55,229005
168037,12 솔져스,180131,미국,액션,0.968,0.5,0.85,0.773,0.922,223740
149504,1급기밀,180124,한국,드라마,0.899,0.586,0.931,0.874,0.952,217803
154598,50가지 그림자: 해방,180221,미국,드라마,0.849,0.267,0.833,0.607,0.858,217785
172003,속닥속닥,180713,한국,공포,0.91,0.35,0.532,0.478,0.553,217444
164155,벽 속에 숨은 마법시계,181031,미국,모험,0.796,0.467,0.631,0.503,0.524,215029
158631,허리케인 하이스트,180314,미국,액션,0.859,0.35,0.775,0.671,0.829,214949
144693,한 솔로: 스타워즈 스토리,180524,미국,액션,0.85,0.729,0.824,0.764,0.852,213980
158885,콜 미 바이 유어 네임,180322,이탈리아,드라마,0.925,0.78,0.808,0.475,0.93,198945
159862,나미야 잡화점의 기적,180228,일본,모험,0.777,0.575,0.768,0.727,0.728,191988
174626,업그레이드,180906,미국,액션,0,0.667,0.948,0.896,0.946,190387
180384,런닝맨 : 풀룰루의 역습,181205,한국,모험,0.784,0.6,0.81,0.71,0.83,186912
68291,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,180606,일본,모험,0.829,0.6,0.842,0.738,0.768,183421
172118,극장판 도라에몽: 진구의 보물섬,180815,일본,모험,0.908,0.6,0.921,0.803,0.873,183220
151196,원더,171227,미국,드라마,0.956,0.686,0.993,0.912,0.989,181938
172420,유전,180607,미국,공포,0.8,0.713,0.752,0.706,0.715,177647
127335,더 프레데터,180912,미국,액션,0.744,0.4,0.608,0.527,0.716,170878
172174,어느 가족,180726,일본,드라마,0.938,0.813,0.965,0.913,0.933,170743
172187,극장판 포켓몬스터 모두의 이야기,181219,일본,모험,0.929,0.7,0.94,0.806,0.93,169677
170496,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,180920,일본,모험,0.905,0.884,0,0.849,0.891,157689
168047,크레이지 리치 아시안,181025,미국,멜로/로맨스,0.81,0.65,0.737,0.626,0.703,154297
142272,다운사이징,180111,미국,드라마,0.59,0.613,0.552,0.53,0.506,150215
158555,나를 기억해,180419,한국,공포,0.826,0.367,0.692,0.59,0.72,141222
159848,더 포스트,180228,미국,드라마,0.894,0.763,0.916,0.85,0.935,139389
175365,빅샤크: 매직체인지,180627,중국,모험,0.773,0.4,0.732,0.542,0.647,138740
158178,독전: 익스텐디드 컷,180718,한국,액션,0.853,0.529,0.79,0.634,0.827,137871
154251,얼리맨,180503,영국,모험,0.851,0.6,0.851,0.747,0.842,122359
171452,부탁 하나만 들어줘,181212,미국,액션,0.824,0.683,0.818,0.742,0.819,115024
171822,"안녕, 나의 소녀",180516,대만,멜로/로맨스,0.723,0.5,0.678,0.62,0.616,111751
157243,당갈,180425,인도,드라마,0.976,0.7,0.991,0.9,0.996,109465
170879,할로윈,181031,미국,공포,0.74,0.743,0.66,0.572,0.701,108780
151744,레드 스패로,180228,미국,공포,0.867,0.533,0.898,0.842,0.905,108344
158611,레이디 버드,180404,미국,드라마,0.88,0.782,0.888,0.778,0.891,101781
172005,게이트,180228,한국,액션,0.901,0.3,0.378,0.329,0.414,101381
171440,미니특공대X,180322,한국,모험,0.802,0.76,0,0.651,0.641,100164
168405,여중생A,180620,한국,드라마,0.749,0.6,0.663,0.477,0.697,97849
158610,쓰리 빌보드,180315,미국,드라마,0.917,0.82,0.924,0.859,0.924,97480
172009,마야2,180201,독일,모험,0.927,0.6,0.982,0.918,0.979,97165
173466,커다랗고 커다랗고 커다란 배,180503,덴마크,모험,0.902,0.65,0.944,0.779,0.97,95459
164719,플로리다 프로젝트,180307,미국,드라마,0.905,0.85,0.901,0.831,0.88,94822
165722,극장판 포켓몬스터 너로 정했다!,171221,일본,모험,0.904,0.6,0.929,0.85,0.917,94300
144906,베일리 어게인,181122,미국,모험,0.953,0.54,1,0.922,0.993,93691
178214,루이스,180920,독일,모험,0.883,0.6,0.934,0.898,0.956,93000
158620,셜록 놈즈,181003,미국,모험,0.844,0.45,0.893,0.746,0.925,91036
172344,신은 죽지 않았다 3: 어둠 속의 빛,180719,미국,드라마,0.908,0.5,0.875,0.702,0.952,86295
179139,출국,181114,한국,드라마,0.945,0.4,0.919,0.846,0.941,81880
168030,호텔 아르테미스,180718,미국,액션,0.724,0.5,0.682,0.594,0.732,77794
163842,올 더 머니,180201,미국,액션,0.864,0.7,0.836,0.757,0.866,70310
171499,마일22,180823,미국,액션,0.788,0.4,0.778,0.72,0.819,69837
171750,여곡성,181108,한국,공포,0.507,0.375,0.44,0.399,0.468,67368
173004,레오나르도 다 빈치,180426,이탈리아,모험,0.838,0.798,0,0.526,0.881,64655
165561,번개맨과 신비의 섬,180405,한국,드라마,0,0.4,0.988,0.853,0.976,60561
152694,킬링 디어,180712,미국,공포,0.841,0.714,0.718,0.624,0.63,60008
18847,타이타닉,980220,미국,멜로/로맨스,1,0.933,0.98,0.895,0.988,59455
171752,소공녀,180322,한국,드라마,0,0,0,0,0,59110
172768,어드리프트:우리가 함께한 바다,180906,미국,드라마,0.894,0.65,0.917,0.85,0.913,59009
169642,엘리엇과 산타 썰매단,181212,캐나다,모험,0.701,0.55,0.683,0.506,0.616,57579
171401,매직빈,180503,중국,모험,0.751,0.5,0.705,0.597,0.678,57004
92125,헌터 킬러,181206,미국,액션,0.913,0.5,0.984,0.934,0.98,56511
163844,몬스터 패밀리,171221,독일,모험,0.842,0.6,0.872,0.85,0.832,56019
151241,머니백,180412,한국,액션,0.735,0.5,0.615,0.539,0.695,53610
169349,뽀로로 극장판 공룡섬 대모험,171207,한국,모험,0.934,0.918,0,0.848,0.932,53592
167699,말모이,190109,한국,드라마,0.932,0.586,0.954,0.834,0.971,53576
164684,"부르고뉴, 와인에서 찾은 인생",180503,프랑스,드라마,0.878,0.65,0.911,0.859,0.914,53569
47370,그래비티,131017,미국,액션,0.925,0.867,0.869,0.829,0.832,52504
175318,너의 췌장을 먹고 싶어,181115,일본,모험,0.865,0.733,0.859,0.823,0.783,52355
179683,번개맨의 비밀,181206,한국,드라마,0.886,0.902,0,0.894,0.993,50863
172006,젝스키스 에이틴,180118,한국,드라마,0,0.903,0,0.392,1,50419
146469,택시운전사,170802,한국,드라마,0.941,0.609,0.948,0.825,0.969,12186327
142384,공조,170118,한국,액션,0.896,0.5,0.867,0.638,0.876,7817618
135874,스파이더맨: 홈 커밍,170705,미국,액션,0.896,0.7,0.877,0.751,0.862,7258678
161242,범죄도시,171003,한국,액션,0.941,0.6,0.959,0.89,0.937,6879841
146506,군함도,170726,한국,액션,0.744,0.617,0.554,0.439,0.545,6592151
153652,청년경찰,170809,한국,액션,0.916,0.51,0.869,0.723,0.84,5653270
172748,더 킹,170118,한국,드라마,0,0,0,0,0,5317693
136872,미녀와 야수,170316,미국,모험,0.912,0.7,0.921,0.803,0.895,5138328
149747,킹스맨: 골든 서클,170927,미국,액션,0.873,0.5,0.878,0.782,0.883,4945484
134898,토르: 라그나로크,171025,미국,액션,0.915,0.613,0.927,0.821,0.939,4853778
152385,꾼,171122,한국,액션,0.844,0.44,0.799,0.68,0.805,4018035
150637,남한산성,171003,한국,드라마,0.829,0.75,0.846,0.783,0.852,3849087
181047,미이라,170606,미국,공포,0,0,0,0,0,3689325
140731,분노의 질주: 더 익스트림,170412,미국,액션,0.931,0.6,0.94,0.846,0.935,3653238
150198,너의 이름은.,170104,일본,모험,0.915,0.755,0.918,0.875,0.847,3637608
132626,슈퍼배드 3,170726,미국,모험,0.888,0.5,0.912,0.808,0.88,3324874
161850,아이 캔 스피크,170921,한국,드라마,0.936,0.725,0.983,0.914,0.982,3279296
82473,캐리비안의 해적: 죽은 자는 말이 없다,170524,미국,액션,0.87,0.52,0.869,0.769,0.884,3049894
146517,프리즌,170323,한국,액션,0.837,0.6,0.794,0.673,0.757,2931897
146480,덩케르크,170720,미국,액션,0.874,0.855,0.87,0.79,0.895,2788732
127398,가디언즈 오브 갤럭시 VOL. 2,170503,미국,액션,0.918,0.625,0.938,0.871,0.934,2735721
137890,살인자의 기억법,170906,한국,액션,0.829,0.578,0.807,0.715,0.807,2658589
123630,트랜스포머: 최후의 기사,170621,미국,액션,0.7,0.283,0.659,0.525,0.785,2614601
176225,보안관,170503,한국,공포,0,0,0,0,0,2588628
127382,조작된 도시,170209,한국,액션,0.868,0.522,0.843,0.69,0.9,2515501
129094,보스 베이비,170503,미국,모험,0.897,0.52,0.91,0.751,0.867,2452245
149512,재심,170215,한국,드라마,0.882,0.6,0.892,0.791,0.897,2421197
155716,박열,170628,한국,드라마,0.86,0.67,0.849,0.726,0.873,2359206
130849,모아나,170112,미국,모험,0.935,0.64,0.961,0.864,0.968,2310206
145162,마스터,161221,한국,액션,0.877,0.577,0.85,0.645,0.823,2215266
117787,로건,170301,미국,액션,0.906,0.755,0.951,0.913,0.95,2169109
125473,원더 우먼,170531,미국,액션,0.836,0.67,0.807,0.722,0.835,2165401
156083,겟 아웃,170517,미국,공포,0.857,0.714,0.868,0.801,0.865,2138174
143394,혹성탈출: 종의 전쟁,170815,미국,액션,0.827,0.775,0.831,0.736,0.887,2051315
152341,애나벨 : 인형의 주인,170810,미국,공포,0.77,0.7,0.764,0.698,0.747,1934270
162173,노무현입니다,170525,한국,드라마,0.962,0.667,0.935,0.806,0.98,1855149
116866,저스티스 리그,171115,미국,액션,0.801,0.583,0.809,0.742,0.865,1786383
152625,킬러의 보디가드,170830,미국,액션,0.923,0.56,0.882,0.807,0.889,1721757
127397,콩: 스컬 아일랜드,170308,미국,액션,0.824,0.617,0.814,0.711,0.865,1689717
144927,23 아이덴티티,170222,미국,공포,0.805,0.65,0.804,0.754,0.753,1675819
144280,임금님의 사건수첩,170426,한국,드라마,0.816,0.563,0.809,0.692,0.831,1635003
160749,부라더,171102,한국,드라마,0.794,0.58,0.763,0.67,0.767,1492903
160399,기억의 밤,171129,한국,공포,0.853,0.567,0.855,0.778,0.855,1386611
181411,해피 데스데이,171108,미국,공포,0.841,0.6,0.772,0.691,0.762,1382650
152170,브이아이피,170823,한국,액션,0.697,0.5,0.683,0.736,0.503,1373316
146485,특별시민,170426,한국,드라마,0.785,0.591,0.775,0.714,0.767,1362634
99715,에이리언: 커버넌트,170509,미국,액션,0.831,0.711,0.852,0.773,0.905,1307226
137696,장산범,170817,한국,공포,0.753,0.58,0.642,0.503,0.667,1306438
155256,악녀,170608,한국,액션,0.793,0.54,0.73,0.621,0.804,1208081
137875,해빙,170301,한국,공포,0.673,0.6,0.681,0.633,0.676,1204600
134963,라라랜드,161207,미국,드라마,0.903,0.834,0.901,0.829,0.836,1185287
178260,하루,170615,한국,드라마,0,0,0,0,0,1129609
129095,지오스톰,171019,미국,액션,0.823,0.55,0.781,0.672,0.835,1028384
125488,스타워즈: 라스트 제다이,171214,미국,액션,0.792,0.771,0.684,0.574,0.828,946547
154112,불한당: 나쁜 놈들의 세상,170517,한국,액션,0.826,0.583,0.659,0.505,0.747,939535
186231,그것,170906,미국,공포,0,0,0,0,0,888836
154272,오리엔트 특급 살인,171129,미국,드라마,0.798,0.588,0.839,0.808,0.821,863567
149221,대립군,170531,한국,드라마,0.77,0.65,0.764,0.643,0.857,837500
143402,베이비 드라이버,170914,영국,액션,0.853,0.767,0.838,0.768,0.833,822769
110333,레지던트 이블: 파멸의 날,170125,미국,액션,0.871,0.6,0.879,0.798,0.921,765259
134838,공각기동대 : 고스트 인 더 쉘,170329,미국,액션,0.737,0.514,0.73,0.669,0.762,764072
101904,트롤,170216,미국,모험,0.894,0.55,0.914,0.751,0.91,675966
116233,패신저스,170104,미국,모험,0.814,0.55,0.836,0.817,0.764,668576
144938,씽,161221,미국,드라마,0.912,0.671,0.94,0.884,0.922,667598
143473,아빠는 딸,170412,한국,드라마,0.868,0.4,0.845,0.743,0.867,647305
176670,컨택트,170202,미국,모험,0,0,0,0,0,634150
152616,47 미터,170719,영국,공포,0.743,0.4,0.762,0.697,0.782,590045
159037,메리와 마녀의 꽃,171207,일본,모험,0.802,0.583,0.743,0.781,0.518,535331
149777,얼라이드,170111,미국,공포,0.87,0.65,0.931,0.907,0.924,518886
137970,발레리안: 천 개 행성의 도시,170830,프랑스,액션,0.823,0.556,0.818,0.736,0.841,511931
126034,그레이트 월,170215,미국,액션,0.804,0.45,0.668,0.591,0.7,501486
153642,침묵,171102,한국,드라마,0.837,0.609,0.82,0.755,0.82,494097
152396,카3: 새로운 도전,170713,미국,모험,0.874,0.55,0.889,0.787,0.883,487916
102278,트리플 엑스 리턴즈,170208,미국,액션,0.831,0.696,0,0.599,0.755,475309
159934,리얼,170628,한국,드라마,0,0,0,0,0,470105
152633,라이프,170405,미국,액션,0.793,0.567,0.756,0.702,0.74,459984
159054,명탐정 코난:진홍의 연가,170802,일본,모험,0.903,0.6,0.922,0.79,0.937,450043
147092,히든 피겨스,170323,미국,드라마,0.949,0.675,0.981,0.893,0.989,449518
155411,반드시 잡는다,171129,한국,공포,0.823,0.65,0.784,0.702,0.829,446780
142699,원라인,170329,한국,액션,0.879,0.571,0.856,0.698,0.907,435048
155484,터닝메카드W: 블랙미러의 부활,170118,한국,모험,0.9,0.873,0,0.674,0.877,429933
118966,스머프: 비밀의 숲,170428,미국,모험,0.873,0.7,0.898,0.8,0.859,427764
136868,로그 원: 스타워즈 스토리,161228,미국,액션,0.846,0.716,0.888,0.859,0.871,422822
127374,킹 아서: 제왕의 검,170517,영국,액션,0.823,0.525,0.815,0.72,0.905,415714
121052,넛잡 2,171003,한국,모험,0.875,0.5,0.918,0.882,0.942,411787
137945,아메리칸 메이드,170914,미국,액션,0.781,0.667,0.811,0.782,0.782,401541
144379,러빙 빈센트,171109,영국,모험,0.931,0.75,0.967,0.902,0.976,384540
152331,보통사람,170323,한국,드라마,0.861,0.586,0.836,0.749,0.88,383336
154353,대장 김창수,171019,한국,드라마,0.857,0.467,0.725,0.584,0.825,381483
156675,눈의 여왕 3: 눈과 불의 마법대결,170104,러시아,모험,0.846,0.856,0,0.92,0.919,366442
118307,어쌔신 크리드,170111,미국,액션,0.739,0.567,0.742,0.684,0.797,355913
185755,플립,170712,미국,모험,0,0,0,0,0,355617
127346,석조저택 살인사건,170509,한국,공포,0.834,0.467,0.765,0.636,0.765,353517
146459,싱글라이더,170222,한국,드라마,0.812,0.59,0.866,0.814,0.879,351276
155715,7호실,171115,한국,드라마,0.722,0.643,0.686,0.56,0.718,347790
154437,내 사랑,170712,아일랜드,드라마,0.93,0.671,0.962,0.932,0.932,336089
156477,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,170720,일본,모험,0.879,0.861,0,0.791,0.913,333184
140010,사랑하기 때문에,170104,한국,드라마,0.85,0.6,0.841,0.747,0.851,324526
140696,희생부활자,171012,한국,공포,0.671,0.517,0.636,0.542,0.723,323628
88227,블레이드 러너 2049,171012,미국,액션,0.833,0.822,0.837,0.795,0.81,321424
165025,빅풋 주니어,170809,벨기에,모험,0.895,0.885,0,0.798,0.945,320545
143932,존 윅 - 리로드,170222,미국,액션,0.885,0.7,0.843,0.805,0.813,276379
153964,목소리의 형태,170509,일본,모험,0.886,0.76,0.884,0.855,0.793,276131
132933,판도라,161207,한국,드라마,0.89,0.592,0.868,0.739,0.892,270936
165461,공범자들,170817,한국,드라마,0.975,0.644,0.956,0.838,0.99,260514
142317,미옥,171109,한국,액션,0.707,0.433,0.519,0.408,0.593,238587
176748,딥,171003,스페인,멜로/로맨스,0,0.3,0.609,0.754,0.354,230068
156200,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,170927,일본,모험,0.871,0.5,0.872,0.596,0.743,215203
100205,어쌔신: 더 비기닝,171207,미국,액션,0.817,0.55,0.726,0.617,0.822,205368
175978,발레리나,170209,프랑스,모험,0,0,0,0,0,202916
144081,50가지 그림자: 심연,170209,미국,드라마,0.786,0.225,0.774,0.671,0.768,189620
152684,문라이트,170222,미국,드라마,0.851,0.789,0.844,0.733,0.863,178141
142305,핵소 고지,170222,미국,드라마,0.933,0.6,0.966,0.91,0.978,177616
162932,채비,171109,한국,드라마,0.894,0.5,0.914,0.809,0.932,177428
157178,"나는 내일, 어제의 너와 만난다",171012,일본,멜로/로맨스,0.856,0.6,0.928,0.921,0.834,175518
158910,예수는 역사다,170713,미국,드라마,0.917,0.4,0.809,0.614,0.944,172414
153279,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,170810,일본,모험,0.88,0.6,0.928,0.86,0.967,167052
143372,더 큐어,170215,미국,공포,0.742,0.62,0.759,0.731,0.723,159948
144191,이프 온리,41029,미국,드라마,0,0,0,0,0,159627
144215,아토믹 블론드,170830,미국,액션,0.815,0.643,0.829,0.769,0.852,155368
125439,레고 닌자고 무비,170928,미국,모험,0.882,0.4,0.882,0.651,0.874,154966
